id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
193990,GUA-1993-1-228-36,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,San Lucas village,"Area puesto fijo enemigo, Achiotal San Lucas, Ixcán, Quiche",Quiché department,Ixcán municipality,15.966690,-90.890160,POINT (-90.89016 15.96669),152099,Guatemala,90,Americas,1,1,12/07/1993 00:00:00,12/07/1993 00:00:00,0,1,0,0,1,1,1,
193991,GUA-1994-1-228-999,1994,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Nebaj municipality,"El Boquerón Nuevo, Nebaj, Quiche",Quiché department,Nebaj municipality,15.561430,-91.173260,POINT (-91.17326 15.56143),152098,Guatemala,90,Americas,1,5,01/01/1994 00:00:00,12/31/1994 00:00:00,0,0,0,0,0,1,0,
193992,GUA-1993-1-228-35,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"DPA news agency, Hamburg, in Spanish 1649 gmt 29 Nov 93",,,,Defence Minister,4,Petén department,"Near El Peten Department, northern Guatemala",Petén department,,16.833330,-90.000000,POINT (-90 16.83333),153541,Guatemala,90,Americas,1,1,11/27/1993 00:00:00,11/27/1993 00:00:00,0,0,0,0,0,5,0,
193993,GUA-1994-1-228-2,1994,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"DPA news agency, Hamburg, in Spanish 2259 gmt 29 Jan 94",,,,Military spokesman,1,Guatemala city,Guatemala City,Guatemala department,Guatemala municipality,14.613333,-90.535278,POINT (-90.535278 14.613333),150659,Guatemala,90,Americas,1,1,01/29/1994 00:00:00,01/29/1994 00:00:00,0,1,0,0,1,1,1,
193994,GUA-1994-1-228-3,1994,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Cadena de Emisoras Unidas radio, Guatemala City, in Spanish 1232 gmt 30 Jan 94",,,,Army press office,3,Ixcán municipality,"area of Mayalan, Ixcanche, Ixcandla Grande",Quiché department,Ixcán municipality,15.983330,-90.766670,POINT (-90.76667 15.98333),152099,Guatemala,90,Americas,1,1,01/29/1994 00:00:00,01/29/1994 00:00:00,5,0,0,0,5,5,5,
193995,GUA-1994-1-228-4,1994,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 3 March 1994 ""Guatemala peace envoys, rebels meet in Mexico City.",,,,Mexican news agency Notimex,5,Northern Quiché department,northern Quiche department,Quiché department,,15.654776,-90.929375,POINT (-90.929375 15.654776),152099,Guatemala,90,Americas,1,1,03/03/1994 00:00:00,03/03/1994 00:00:00,5,0,0,0,5,5,5,
193996,GUA-1994-1-228-5,1994,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Chiquirines town,"Chiquirines, Ocós, San Marcos",San Marcos department,Ocós municipality,14.565833,-92.055000,POINT (-92.055 14.565833),150656,Guatemala,90,Americas,1,1,03/15/1994 00:00:00,03/15/1994 00:00:00,0,1,0,0,1,1,1,
193997,GUA-1994-1-228-6,1994,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Fray Bartolome de las Casas municipality,"Caserío Santa Lucía, Fray Bartolomé de Las Casas, Alta Verapaz",Alta Verapaz department,Fray Bartolome de las Casas municipality,15.866460,-89.737020,POINT (-89.73702 15.86646),152101,Guatemala,90,Americas,1,1,04/13/1994 00:00:00,04/13/1994 00:00:00,0,1,0,0,1,1,1,
193998,GUA-1994-1-228-7,1994,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Yalpemech village,"Yalpemech, Chisec, Alta verapaz",Alta Verapaz department,Chisec municipality,15.950000,-90.116670,POINT (-90.11667 15.95),152100,Guatemala,90,Americas,1,1,05/23/1994 00:00:00,05/23/1994 00:00:00,0,1,0,0,1,1,1,
193999,GUA-1994-1-228-8,1994,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 22 Aug 1994 ""Guatemala rebels kill three in separate attacks.""/ Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,Military spokesman,1,Chupol village,"Chupol, Chichicastenango, Quiche",Quiché department,Chichicastenango municipality,14.850000,-91.050000,POINT (-91.05 14.85),150658,Guatemala,90,Americas,1,1,08/22/1994 00:00:00,08/22/1994 00:00:00,2,1,0,0,3,3,3,
194000,GUA-1994-1-228-9,1994,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Chiquimulilla municipality,"Aldea Salamares II, Chiquimulilla, Santa Rosa",Santa Rosa department,Chiquimulilla municipality,14.097160,-90.379030,POINT (-90.37903 14.09716),149940,Guatemala,90,Americas,1,1,09/05/1994 00:00:00,09/05/1994 00:00:00,0,1,0,0,1,1,1,
194001,GUA-1994-1-228-10,1994,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,Río Bravo municipality,"Río Bravo, Suchitepequez",Suchitepéquez department,Río Bravo municipality,14.400000,-91.320000,POINT (-91.32 14.4),149938,Guatemala,90,Americas,1,1,09/13/1994 00:00:00,09/13/1994 00:00:00,0,1,0,0,1,1,1,
194002,GUA-1994-1-228-11,1994,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 21 Sep 1994 ""Six soldiers killed in rebel ambush in Guatemala.",,,,Military spokesman,4,San Marcos department,western San Marcos province,San Marcos department,,15.000000,-91.916670,POINT (-91.91667 15),151377,Guatemala,90,Americas,1,1,09/20/1994 00:00:00,09/20/1994 00:00:00,6,0,1,0,7,7,7,
194003,GUA-1994-1-228-13,1994,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Finca Montecristo farm,"Finca Monte Cristo, El Tumbador, San Marcos",San Marcos department,El Tumbador municipality,14.850000,-91.900000,POINT (-91.9 14.85),150657,Guatemala,90,Americas,1,1,09/24/1994 00:00:00,09/24/1994 00:00:00,0,1,0,0,1,1,1,
194004,GUA-1994-1-228-12,1994,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"The Globe and Mail 24 Sep 1994 ""NEWS BRIEFING Bomb attacks hit Guatemala",,,,police spokesman,1,Guatemala city,Guatemala City,Guatemala department,Guatemala municipality,14.613333,-90.535278,POINT (-90.535278 14.613333),150659,Guatemala,90,Americas,1,1,09/23/1994 00:00:00,09/23/1994 00:00:00,0,0,0,0,0,1,0,
194005,GUA-1994-1-228-14,1994,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 10 Oct 1994 ""Four Guatemalan soldiers killed in rebel ambush.",,,,Military spokesman,4,San Marcos department,army platoon in San Marcos province,San Marcos department,,15.000000,-91.916670,POINT (-91.91667 15),151377,Guatemala,90,Americas,1,1,10/08/1994 00:00:00,10/08/1994 00:00:00,4,0,0,0,4,4,4,
194006,GUA-1996-1-228-2,1996,False,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"`La Republica', Guatemala City, in Spanish 18 Jan 1996 ""DEFENCE MINISTER SAYS THE ARMY IS TAKING ACTION AGAINST NEW GUERRILLA FRONT.",,,,Gov spokesman,5,Western Guatemala,western Guatemala,,,15.081406,-91.496233,POINT (-91.496233 15.081406),151378,Guatemala,90,Americas,1,1,01/18/1996 00:00:00,01/18/1996 00:00:00,1,0,0,0,1,1,1,
194008,GUA-1996-1-228-4,1996,False,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"`Siglo Veintiuno', Guatemala City, in Spanish 30 Mar 1996  ""PAPER REPORTS CASUALTIES CONTINUE DESPITE CEASE-FIRES.",,,,,6,Guatemala,Guatemala,,,15.500000,-90.250000,POINT (-90.25 15.5),152100,Guatemala,90,Americas,2,5,01/01/1996 00:00:00,03/31/1996 00:00:00,9,0,0,0,9,9,9,
194009,GUA-1996-1-228-5,1996,False,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,Santo Tomás village,"Parcelamiento Santo Tomas INTA, Ixcán, Quiche",Quiché department,Ixcán municipality,15.913664,-90.928330,POINT (-90.92833 15.9136645),152099,Guatemala,90,Americas,1,1,10/14/1996 00:00:00,10/14/1996 00:00:00,0,1,0,0,1,1,1,
194017,GUA-1989-3-90-999,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,-1,AAAS report (p.119),,,,,6,Guatemala,Guatemala,,,15.500000,-90.250000,POINT (-90.25 15.5),152100,Guatemala,90,Americas,2,5,01/01/1989 00:00:00,12/31/1989 00:00:00,0,0,363,0,363,362,0,
194025,GUA-2001-2-113-999,2001,False,Clear,2,5278,4668,Mara 18 (Guatemala) - Mara Salvatrucha (Guatemala),5278,5278,Mara 18 (Guatemala) - Mara Salvatrucha (Guatemala),776,776,Mara 18 (Guatemala),777,777,Mara Salvatrucha (Guatemala),-1,"AP 26 April 2001 ""GUATEMALA PANDILLAS",,,,police spokesman,1,Guatemala city,Guatemala City,Guatemala department,Guatemala municipality,14.613333,-90.535278,POINT (-90.535278 14.613333),150659,Guatemala,90,Americas,2,4,04/16/2001 00:00:00,04/26/2001 00:00:00,0,0,0,5,5,5,5,
194026,GUA-1990-3-90-5,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""Human Rights Watch,1990-11-08,GUATEMALA  RIGHTS ABUSES ESCALATE  AS ELECTIONS NEAR""",Human Rights Watch,1990-11-08,GUATEMALA  RIGHTS ABUSES ESCALATE  AS ELECTIONS NEAR,court,1,Guatemala city,Guatemala city,Guatemala department,Guatemala municipality,14.613333,-90.535278,POINT (-90.535278 14.613333),150659,Guatemala,90,Americas,1,1,09/11/1990 00:00:00,09/11/1990 00:00:00,0,0,1,0,1,1,1,
194029,GUA-1992-3-90-3,1992,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,-1,"Reuters, 1992-02-11",,,,authorities,6,Guatemala,"Guatemalan highway, in a southern department",,,15.500000,-90.250000,POINT (-90.25 15.5),152100,Guatemala,90,Americas,1,1,02/09/1992 00:00:00,02/09/1992 00:00:00,0,0,5,0,5,5,5,
194030,GUA-1992-3-90-7,1992,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,-1,AAAS report (p.119) number of killings and disapearances.,,,,,6,Guatemala,Guatemala,,,15.500000,-90.250000,POINT (-90.25 15.5),152100,Guatemala,90,Americas,2,5,01/01/1992 00:00:00,12/31/1992 00:00:00,0,0,273,0,273,272,0,
194031,GUA-1992-3-90-2,1992,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,-1,"Reuters, 1992-01-19",,,,"officials, witnesses",1,Mixco town,"Mixco, suburb of Guatemala City",Guatemala department,Mixco municipality,14.633333,-90.606389,POINT (-90.606389 14.633333),150659,Guatemala,90,Americas,1,1,01/18/1992 00:00:00,01/18/1992 00:00:00,0,0,4,0,4,4,4,
194032,GUA-1992-3-90-4,1992,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""Amnesty International,1993-09-16,Further information on UA 123/92 (AMR 34/16/92, 15 April 1992) and AMR 34/16/92, 28 April 1992 - Possible Extrajudicial Execution""",Amnesty International,1993-09-16,"Further information on UA 123/92 (AMR 34/16/92, 15 April 1992) and AMR 34/16/92, 28 April 1992 - Possible Extrajudicial Execution",student leaders,1,Guatemala city,"University of San Carlos, Guatemala city",Guatemala department,Guatemala municipality,14.613333,-90.535278,POINT (-90.535278 14.613333),150659,Guatemala,90,Americas,1,1,04/10/1992 00:00:00,04/10/1992 00:00:00,0,0,2,0,2,2,2,
194037,GUA-1994-3-90-2,1994,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,-1,AAAS report (p.119) number of killings and disapearances.,,,,,6,Guatemala,Guatemala,,,15.500000,-90.250000,POINT (-90.25 15.5),152100,Guatemala,90,Americas,2,5,01/01/1994 00:00:00,12/31/1994 00:00:00,0,0,226,0,226,224,0,
194038,GUA-1995-3-90-2,1995,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""Human Rights Watch,1996-01-01,GUATEMALA RETURN TO VIOLENCE Refugees, Civil Patrollers, and Impunity""",Human Rights Watch,1996-01-01,"GUATEMALA RETURN TO VIOLENCE Refugees, Civil Patrollers, and Impunity",witnesses via UNHCR,1,Xamán village,"Aurora 8 de Octubre farm in Xaman, in the northern province of Coban",Alta Verapaz department,Chisec municipality,15.926666,-90.479166,POINT (-90.4791666667 15.9266666667),152100,Guatemala,90,Americas,1,1,10/05/1995 00:00:00,10/05/1995 00:00:00,0,0,11,0,11,11,11,
194039,GUA-1995-3-90-4,1995,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,-1,AAAS report (p.119) number of killings and disapearances.,,,,,6,Guatemala,Guatemala,,,15.500000,-90.250000,POINT (-90.25 15.5),152100,Guatemala,90,Americas,2,5,01/01/1995 00:00:00,12/31/1995 00:00:00,0,0,74,0,74,74,0,
194040,GUA-2002-3-90-999,2002,False,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,-1,"Reuters, 2002-02-15",,,,,1,Chocon town,Chocon village (on the Caribbean coast),Izabal department,Livingston municipality,15.872090,-89.221600,POINT (-89.2216 15.87209),152102,Guatemala,90,Americas,1,4,02/01/2002 00:00:00,02/28/2002 00:00:00,0,0,2,0,2,2,2,
194041,GUA-1993-3-90-2,1993,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,-1,"AAAS report (p.119) number of killings and disapearances. /Reuters, 1994-02-17",,,,Guatemala's Catholic Church,6,Guatemala,Guatemala,,,15.500000,-90.250000,POINT (-90.25 15.5),152100,Guatemala,90,Americas,2,5,01/01/1993 00:00:00,12/31/1993 00:00:00,0,0,132,0,132,263,0,
194044,GUA-1998-3-90-999,1998,False,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,-1,Booklist Volume 103; Issue 22,,,,"The Art of Political Murder: Who Killed the Bishop. By Francisco Goldman. Sept. 2007. 384p. Grove,",1,Guatemala city,Guatemala City,Guatemala department,Guatemala municipality,14.613333,-90.535278,POINT (-90.535278 14.613333),150659,Guatemala,90,Americas,1,4,04/01/1998 00:00:00,04/30/1998 00:00:00,0,0,1,0,1,1,1,
194045,GUA-2002-3-90-2,2002,False,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,-1,"Reuters, 2002-03-16",,,,,6,Guatemala,,,,15.500000,-90.250000,POINT (-90.25 15.5),152100,Guatemala,90,Americas,1,4,03/01/2002 00:00:00,03/31/2002 00:00:00,0,0,0,0,0,1,0,
194048,GUA-2004-3-90-999,2004,False,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,-1,Reuters 1/9 2004,,,,"government-appointed human rights ombudsman, Sergio Morales",2,Champerico town,near the southern town of Champerico,Retalhuleu department,Champerico municipality,14.300000,-91.916667,POINT (-91.916667 14.3),149937,Guatemala,90,Americas,1,1,08/31/2004 00:00:00,08/31/2004 00:00:00,0,0,1,0,1,20,1,
194049,GUA-2004-3-90-2,2004,False,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,-1,EFE 23/11,,,,authorities,5,Eastern Guatemala,eastern Guatemalan village,,,14.962365,-89.477034,POINT (-89.477034 14.962365),150662,Guatemala,90,Americas,1,1,11/23/2004 00:00:00,11/23/2004 00:00:00,0,0,0,0,0,15,0,
194050,GUA-1990-1-228-32,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"The New York Times 3 June 1990 ""Guerrilla War in Guatemala Heats Up, Fueling Criticism of Civilian Rule",,,,,3,Santa Lucía Cotzumalguapa municipality,"SANTA LUCIA COTZUMALGUAPA,",Escuintla department,Santa Lucía Cotzumalguapa municipality,14.333330,-91.016670,POINT (-91.01667 14.33333),149938,Guatemala,90,Americas,1,1,05/16/1990 00:00:00,05/16/1990 00:00:00,0,0,0,0,0,3,0,
194051,GUA-1990-1-228-35,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,5,Rio Icbolay (Chisec municipality),"Río Ixbolay, Chisec, Alta Verapaz",Alta Verapaz department,Chisec municipality,15.983333,-90.500000,POINT (-90.5 15.983333),152100,Guatemala,90,Americas,1,4,06/01/1990 00:00:00,06/30/1990 00:00:00,0,1,0,0,1,1,1,
194052,GUA-1990-1-228-37,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Chajul municipality,"Chajul, Quiche",Quiché department,Chajul municipality,15.487100,-91.037860,POINT (-91.03786 15.4871),151378,Guatemala,90,Americas,1,1,06/29/1990 00:00:00,06/29/1990 00:00:00,0,1,0,0,1,1,1,
194053,GUA-1990-1-228-38,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,Esquipulas Palo Gordo municipality,"Potrero de la Cucha, Esquipulas Palo Gordo, San Marcos",San Marcos department,Esquipulas Palo Gordo municipality,14.933330,-91.816670,POINT (-91.81667 14.93333),150657,Guatemala,90,Americas,1,4,07/01/1990 00:00:00,07/31/1990 00:00:00,0,1,0,0,1,1,1,
194054,GUA-1990-1-228-41,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,Cuarto Pueblo village,"Cuarto Pueblo y los Angeles, Ixcán, Quiche",Quiché department,Ixcán municipality,16.044260,-90.976670,POINT (-90.97667 16.04426),152819,Guatemala,90,Americas,1,1,08/04/1990 00:00:00,08/04/1990 00:00:00,0,1,0,0,1,1,1,
194055,GUA-1992-1-228-19,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,Nuevo San Carlos municipality,"Nuevo San Carlos, Retalhuleu",Retalhuleu department,Nuevo San Carlos municipality,14.600000,-91.700000,POINT (-91.7 14.6),150657,Guatemala,90,Americas,1,4,03/01/1992 00:00:00,03/31/1992 00:00:00,0,1,0,0,1,1,1,
194056,GUA-1990-3-90-999,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,-1,Reuters 14 Jul 1990,,,,"charity groups, including the Latin American chapter of the US-based Covenant House",1,Guatemala city,Guatemala City,Guatemala department,Guatemala municipality,14.613333,-90.535278,POINT (-90.535278 14.613333),150659,Guatemala,90,Americas,1,1,03/04/1990 00:00:00,03/04/1990 00:00:00,0,0,1,0,1,1,1,
